year,geo_name,geo,university_name,university,grads_total
2014,"Los Angeles County, CA","05000US06037","Los Angeles ORT College-Van Nuys Campus","381945",82
2014,"Los Angeles County, CA","05000US06037","Hacienda La Puente Adult Education","383084",762
2014,"Los Angeles County, CA","05000US06037","Alhambra Beauty College","393524",230
2014,"Los Angeles County, CA","05000US06037","American Auto Institute","393649",1034
2014,"Los Angeles County, CA","05000US06037","Diversified Vocational College","395690",812
2014,"Los Angeles County, CA","05000US06037","Mt Sierra College","398130",70
2014,"Los Angeles County, CA","05000US06037","Wyotech-Long Beach","398574",954
2014,"Los Angeles County, CA","05000US06037","World Mission University","401223",50
2014,"Los Angeles County, CA","05000US06037","Yo San University of Traditional Chinese Medicine","401250",33
2014,"Los Angeles County, CA","05000US06037","Coast Career Institute","401339",160
2014,"Los Angeles County, CA","05000US06037","The Art Institute of California-Argosy University Hollywood","410502",341
2014,"Los Angeles County, CA","05000US06037","Marian Health Careers Center-Los Angeles Campus","411684",50
2014,"Los Angeles County, CA","05000US06037","Crimson Technical College","413680",206
2014,"Los Angeles County, CA","05000US06037","East San Gabriel Valley Regional Occupational Program","413802",766
2014,"Los Angeles County, CA","05000US06037","Premiere Career College","416458",349
2014,"Los Angeles County, CA","05000US06037","Baldwin Park Adult & Community Education","417105",232
2014,"Los Angeles County, CA","05000US06037","Le Cordon Bleu College of Culinary Arts-Pasadena","423980",638
2014,"Los Angeles County, CA","05000US06037","John Wesley International Barber and Beauty College","428125",53
2014,"Los Angeles County, CA","05000US06037","Everest College-Torrance","430980",133
2014,"Los Angeles County, CA","05000US06037","Virginia Sewing Machines and School Center","431956",38
2014,"Los Angeles County, CA","05000US06037","The Art Institute of California-Argosy University Los Angeles","432533",371
2014,"Los Angeles County, CA","05000US06037","American University of Health Sciences","433004",60
2014,"Los Angeles County, CA","05000US06037","Charter College-Canyon Country","434317",883
2014,"Los Angeles County, CA","05000US06037","Los Angeles Film School","436429",1122
2014,"Los Angeles County, CA","05000US06037","ICDC College","437662",1801
2014,"Los Angeles County, CA","05000US06037","InterCoast Colleges-Burbank","437884",42
2014,"Los Angeles County, CA","05000US06037","CBD College","439367",85
2014,"Los Angeles County, CA","05000US06037","King's University","439701",79
2014,"Los Angeles County, CA","05000US06037","PCI College","439871",57
2014,"Los Angeles County, CA","05000US06037","Keck Graduate Institute","440031",143
