year,geo_name,geo,cip_name,cip,degree_name,degree,grads_total
2014,"New York, NY","16000US3651000","Social Studies Teacher Education","131318","Master's Degree","7",152
2015,"New York, NY","16000US3651000","Computer Teacher Education","131321","Master's Degree","7",11
2013,"New York, NY","16000US3651000","Computer Teacher Education","131321","Master's Degree","7",25
2014,"New York, NY","16000US3651000","Computer Teacher Education","131321","Master's Degree","7",20
2015,"New York, NY","16000US3651000","Biology Teacher Education","131322","Master's Degree","7",25
2013,"New York, NY","16000US3651000","Biology Teacher Education","131322","Master's Degree","7",55
2014,"New York, NY","16000US3651000","Biology Teacher Education","131322","Master's Degree","7",46
2015,"New York, NY","16000US3651000","Chemistry Teacher Education","131323","Master's Degree","7",11
2013,"New York, NY","16000US3651000","Chemistry Teacher Education","131323","Master's Degree","7",25
2014,"New York, NY","16000US3651000","Chemistry Teacher Education","131323","Master's Degree","7",15
2015,"New York, NY","16000US3651000","Drama & Dance Teacher Education","131324","Master's Degree","7",6
2014,"New York, NY","16000US3651000","Drama & Dance Teacher Education","131324","Master's Degree","7",9
2015,"New York, NY","16000US3651000","French Language Teacher Education","131325","Master's Degree","7",5
2013,"New York, NY","16000US3651000","French Language Teacher Education","131325","Master's Degree","7",7
2014,"New York, NY","16000US3651000","French Language Teacher Education","131325","Master's Degree","7",13
2015,"New York, NY","16000US3651000","Physics Teacher Education","131329","Master's Degree","7",10
2013,"New York, NY","16000US3651000","Physics Teacher Education","131329","Master's Degree","7",8
2014,"New York, NY","16000US3651000","Physics Teacher Education","131329","Master's Degree","7",6
2015,"New York, NY","16000US3651000","Spanish Language Teacher Education","131330","Master's Degree","7",38
2013,"New York, NY","16000US3651000","Spanish Language Teacher Education","131330","Master's Degree","7",48
2014,"New York, NY","16000US3651000","Spanish Language Teacher Education","131330","Master's Degree","7",32
2015,"New York, NY","16000US3651000","Latin Teacher Education","131333","Master's Degree","7",2
2013,"New York, NY","16000US3651000","Latin Teacher Education","131333","Master's Degree","7",5
2014,"New York, NY","16000US3651000","Latin Teacher Education","131333","Master's Degree","7",2
2015,"New York, NY","16000US3651000","School Librarian & Library Media Specialist","131334","Master's Degree","7",13
2013,"New York, NY","16000US3651000","School Librarian & Library Media Specialist","131334","Master's Degree","7",31
2014,"New York, NY","16000US3651000","School Librarian & Library Media Specialist","131334","Master's Degree","7",20
2015,"New York, NY","16000US3651000","Earth Science Teacher Education","131337","Master's Degree","7",10
2013,"New York, NY","16000US3651000","Earth Science Teacher Education","131337","Master's Degree","7",16
