year,geo_name,geo,university_name,university,grads_men,grads_women
2014,"New York, NY","16000US3651000","Sanford-Brown Institute-New York","196857",59,740
2014,"New York, NY","16000US3651000","Union Theological Seminary in the City of New York","196884",30,34
2014,"New York, NY","16000US3651000","United Talmudical Seminary","197018",205,0
2014,"New York, NY","16000US3651000","School of Visual Arts","197151",436,669
2014,"New York, NY","16000US3651000","Wagner College","197197",208,491
2014,"New York, NY","16000US3651000","Wood Tobe-Coburn School","197522",65,209
2014,"New York, NY","16000US3651000","Yeshiva Karlin Stolin","197601",14,0
2014,"New York, NY","16000US3651000","Yeshivat Mikdash Melech","197610",4,0
2014,"New York, NY","16000US3651000","Yeshiva Derech Chaim","197647",19,0
2014,"New York, NY","16000US3651000","Yeshiva Shaar Hatorah","197692",10,0
2014,"New York, NY","16000US3651000","Yeshiva University","197708",855,1236
2014,"New York, NY","16000US3651000","Hebrew Union College-Jewish Institute of Religion","203067",59,95
2014,"New York, NY","16000US3651000","Yeshiva and Kollel Harbotzas Torah","245731",1,0
2014,"New York, NY","16000US3651000","The Art Institute of New York City","365055",120,180
2014,"New York, NY","16000US3651000","New York Academy of Art","366368",27,21
2014,"New York, NY","16000US3651000","Yeshiva Gedolah Imrei Yosef D'spinka","375230",26,0
2014,"New York, NY","16000US3651000","Dance Theatre of Harlem Inc","383507",0,2
2014,"New York, NY","16000US3651000","Empire Beauty School-Brooklyn","383765",2,54
2014,"New York, NY","16000US3651000","Seminar L'moros Bais Yaakov","386153",0,255
2014,"New York, NY","16000US3651000","School of Professional Horticulture at the New York Botanical Garden","392354",4,2
2014,"New York, NY","16000US3651000","ASA College","404994",345,923
2014,"New York, NY","16000US3651000","Yeshivas Novominsk","405058",1,0
2014,"New York, NY","16000US3651000","Rabbinical College of Ohr Shimon Yisroel","405854",32,0
2014,"New York, NY","16000US3651000","Pacific College of Oriental Medicine-New York","414595",48,102
2014,"New York, NY","16000US3651000","Allen School-Jamaica","415987",17,264
2014,"New York, NY","16000US3651000","Charles Stuart School of Diamond Setting","418171",35,0
2014,"New York, NY","16000US3651000","Manhattan School of Computer Technology","420981",94,164
2014,"New York, NY","16000US3651000","New York Conservatory for Dramatic Arts","421841",53,68
2014,"New York, NY","16000US3651000","Merkaz Bnos-Business School","427308",32,143
2014,"New York, NY","16000US3651000","Lia Schorr Institute of Cosmetic Skin Care Training","427335",0,75
2014,"New York, NY","16000US3651000","Studio Jewelers","430564",23,107
2014,"New York, NY","16000US3651000","Yeshiva of the Telshe Alumni","431983",7,0
2014,"New York, NY","16000US3651000","New York Automotive and Diesel Institute","440262",301,8
2014,"New York, NY","16000US3651000","Metropolitan Learning Institute","441575",93,354
2014,"New York, NY","16000US3651000","Beis Medrash Heichal Dovid","444413",14,0
2014,"New York, NY","16000US3651000","Carsten Institute of Cosmetology","447430",16,78
2014,"New York, NY","16000US3651000","Elite Academy of Beauty Arts","448053",2,42
2014,"New York, NY","16000US3651000","Aveda Institute-New York","448071",21,200
2014,"New York, NY","16000US3651000","Brittany Beauty School","449311",2,117
2014,"New York, NY","16000US3651000","Lincoln Technical Institute-Whitestone","449320",448,4
2014,"New York, NY","16000US3651000","Ace Computer Training Center","449676",36,39
2014,"New York, NY","16000US3651000","New Age Training","449685",25,284
2014,"New York, NY","16000US3651000","Talmudical Seminary of Bobov","451404",57,0
2014,"New York, NY","16000US3651000","New York Methodist Hospital Center for Allied Health Education","451413",131,56
2014,"New York, NY","16000US3651000","The Kings College","454184",43,57
2014,"New York, NY","16000US3651000","Career School of NY","455220",1,115
2014,"New York, NY","16000US3651000","Yeshiva of Machzikai Hadas","455257",55,0
2014,"New York, NY","16000US3651000","EDP School of Computer Programming","457794",12,83
2014,"New York, NY","16000US3651000","New York Medical Career Training Center","457800",3,79
2014,"New York, NY","16000US3651000","Institute of Culinary Education","457819",228,318
2014,"New York, NY","16000US3651000","New Life Business Institute","457828",33,135
2014,"New York, NY","16000US3651000","Academy of Cosmetology and Esthetics NYC","457855",3,82
2014,"New York, NY","16000US3651000","SAE Institute of Technology-New York","459462",151,13
2014,"New York, NY","16000US3651000","Hair Design Institute at Fifth Avenue-New York","460446",18,111
2014,"New York, NY","16000US3651000","Mildred Elley-New York Campus","461014",9,191
2014,"New York, NY","16000US3651000","The Collective School Of Music","461157",38,7
2014,"New York, NY","16000US3651000","Manhattan Institute","461351",460,1441
2014,"New York, NY","16000US3651000","Atelier Esthetique Institute of Esthetics","461768",1,183
2014,"New York, NY","16000US3651000","Relay Graduate School of Education","475033",260,106
2014,"New York, NY","16000US3651000","Christie's Education","475510",2,39
2014,"New York, NY","16000US3651000","Stella and Charles Guttman Community College","475565",0,0
2014,"New York, NY","16000US3651000","Miami Ad School-New York","476355",17,18
2014,"New York, NY","16000US3651000","Access Careers","476504",105,604
2014,"New York, NY","16000US3651000","Digital Film Academy","480028",52,30
2014,"New York, NY","16000US3651000","Sotheby's Institute of Art-NY","481094",12,108
2014,"New York, NY","16000US3651000","American Academy of Personal Training","481164",109,73
2014,"New York, NY","16000US3651000","Arrojo Cosmetology School","482194",9,68
