year,geo_name,geo,cip_name,cip,degree_name,degree,grads_total
2014,"New York, NY","16000US3651000","Computer & Information Systems Security","111003","Bachelor's Degree","5",30
2015,"New York, NY","16000US3651000","Information Technology Project Management","111005","Bachelor's Degree","5",31
2013,"New York, NY","16000US3651000","Information Technology Project Management","111005","Bachelor's Degree","5",22
2014,"New York, NY","16000US3651000","Information Technology Project Management","111005","Bachelor's Degree","5",26
2015,"New York, NY","16000US3651000","Other Computer & Information Technology Services Management","111099","Bachelor's Degree","5",28
2013,"New York, NY","16000US3651000","Other Computer & Information Technology Services Management","111099","Bachelor's Degree","5",107
2014,"New York, NY","16000US3651000","Other Computer & Information Technology Services Management","111099","Bachelor's Degree","5",45
2015,"New York, NY","16000US3651000","Other Computer & Information Support Services","119999","Bachelor's Degree","5",9
2013,"New York, NY","16000US3651000","Other Computer & Information Support Services","119999","Bachelor's Degree","5",31
2014,"New York, NY","16000US3651000","Other Computer & Information Support Services","119999","Bachelor's Degree","5",30
2015,"New York, NY","16000US3651000","General Funeral Service & Mortuary Science","120301","Bachelor's Degree","5",3
2013,"New York, NY","16000US3651000","General Funeral Service & Mortuary Science","120301","Bachelor's Degree","5",2
2014,"New York, NY","16000US3651000","General Funeral Service & Mortuary Science","120301","Bachelor's Degree","5",2
2015,"New York, NY","16000US3651000","General Education","130101","Bachelor's Degree","5",3
2013,"New York, NY","16000US3651000","General Education","130101","Bachelor's Degree","5",4
2014,"New York, NY","16000US3651000","General Education","130101","Bachelor's Degree","5",6
2015,"New York, NY","16000US3651000","Bilingual & Multilingual Education","130201","Bachelor's Degree","5",26
2013,"New York, NY","16000US3651000","Bilingual & Multilingual Education","130201","Bachelor's Degree","5",16
2014,"New York, NY","16000US3651000","Bilingual & Multilingual Education","130201","Bachelor's Degree","5",18
2015,"New York, NY","16000US3651000","Social & Philosophical Foundations of Education","130901","Bachelor's Degree","5",6
2013,"New York, NY","16000US3651000","Social & Philosophical Foundations of Education","130901","Bachelor's Degree","5",5
2014,"New York, NY","16000US3651000","Social & Philosophical Foundations of Education","130901","Bachelor's Degree","5",11
2015,"New York, NY","16000US3651000","General Special Education & Teaching","131001","Bachelor's Degree","5",267
2013,"New York, NY","16000US3651000","General Special Education & Teaching","131001","Bachelor's Degree","5",355
2014,"New York, NY","16000US3651000","General Special Education & Teaching","131001","Bachelor's Degree","5",275
2015,"New York, NY","16000US3651000","Education of Individuals in Early Childhood Special Education Programs","131015","Bachelor's Degree","5",13
2013,"New York, NY","16000US3651000","Education of Individuals in Early Childhood Special Education Programs","131015","Bachelor's Degree","5",18
2014,"New York, NY","16000US3651000","Education of Individuals in Early Childhood Special Education Programs","131015","Bachelor's Degree","5",13
2015,"New York, NY","16000US3651000","Education of Individuals in Elementary Special Education Programs","131017","Bachelor's Degree","5",11
2013,"New York, NY","16000US3651000","Education of Individuals in Elementary Special Education Programs","131017","Bachelor's Degree","5",19
2014,"New York, NY","16000US3651000","Education of Individuals in Elementary Special Education Programs","131017","Bachelor's Degree","5",18
2015,"New York, NY","16000US3651000","Elementary Education & Teaching","131202","Bachelor's Degree","5",542
2013,"New York, NY","16000US3651000","Elementary Education & Teaching","131202","Bachelor's Degree","5",681
2014,"New York, NY","16000US3651000","Elementary Education & Teaching","131202","Bachelor's Degree","5",563
2015,"New York, NY","16000US3651000","Secondary Education & Teaching","131205","Bachelor's Degree","5",10
2013,"New York, NY","16000US3651000","Secondary Education & Teaching","131205","Bachelor's Degree","5",20
2014,"New York, NY","16000US3651000","Secondary Education & Teaching","131205","Bachelor's Degree","5",15
2015,"New York, NY","16000US3651000","Early Childhood Education & Teaching","131210","Bachelor's Degree","5",122
2013,"New York, NY","16000US3651000","Early Childhood Education & Teaching","131210","Bachelor's Degree","5",168
2014,"New York, NY","16000US3651000","Early Childhood Education & Teaching","131210","Bachelor's Degree","5",196
2015,"New York, NY","16000US3651000","Art Teacher Education","131302","Bachelor's Degree","5",12
2013,"New York, NY","16000US3651000","Art Teacher Education","131302","Bachelor's Degree","5",25
2014,"New York, NY","16000US3651000","Art Teacher Education","131302","Bachelor's Degree","5",20
2015,"New York, NY","16000US3651000","English & Language Arts Teacher Education","131305","Bachelor's Degree","5",115
2013,"New York, NY","16000US3651000","English & Language Arts Teacher Education","131305","Bachelor's Degree","5",145
