year,geo_name,geo,cip_name,cip,degree_name,degree,grads_total
2015,"New York, NY","16000US3651000","Engineering Physics & Applied Physics","141201","Research Doctorate","17",4
2013,"New York, NY","16000US3651000","Engineering Physics & Applied Physics","141201","Research Doctorate","17",4
2014,"New York, NY","16000US3651000","Engineering Physics & Applied Physics","141201","Research Doctorate","17",4
2015,"New York, NY","16000US3651000","Environmental Health Engineering","141401","Research Doctorate","17",9
2013,"New York, NY","16000US3651000","Environmental Health Engineering","141401","Research Doctorate","17",4
2014,"New York, NY","16000US3651000","Environmental Health Engineering","141401","Research Doctorate","17",10
2013,"New York, NY","16000US3651000","Materials Engineering","141801","Research Doctorate","17",4
2015,"New York, NY","16000US3651000","Mechanical Engineering","141901","Research Doctorate","17",19
2013,"New York, NY","16000US3651000","Mechanical Engineering","141901","Research Doctorate","17",19
2014,"New York, NY","16000US3651000","Mechanical Engineering","141901","Research Doctorate","17",20
2015,"New York, NY","16000US3651000","Industrial Engineering","143501","Research Doctorate","17",1
2014,"New York, NY","16000US3651000","Industrial Engineering","143501","Research Doctorate","17",1
2015,"New York, NY","16000US3651000","Manufacturing Engineering","143601","Research Doctorate","17",1
2015,"New York, NY","16000US3651000","Operations Research","143701","Research Doctorate","17",8
2013,"New York, NY","16000US3651000","Operations Research","143701","Research Doctorate","17",10
2014,"New York, NY","16000US3651000","Operations Research","143701","Research Doctorate","17",13
2015,"New York, NY","16000US3651000","General Foreign Languages & Literatures","160101","Research Doctorate","17",2
2013,"New York, NY","16000US3651000","General Foreign Languages & Literatures","160101","Research Doctorate","17",2
2015,"New York, NY","16000US3651000","Linguistics","160102","Research Doctorate","17",17
2013,"New York, NY","16000US3651000","Linguistics","160102","Research Doctorate","17",9
2014,"New York, NY","16000US3651000","Linguistics","160102","Research Doctorate","17",12
2015,"New York, NY","16000US3651000","Comparative Literature","160104","Research Doctorate","17",11
2013,"New York, NY","16000US3651000","Comparative Literature","160104","Research Doctorate","17",19
2014,"New York, NY","16000US3651000","Comparative Literature","160104","Research Doctorate","17",3
2015,"New York, NY","16000US3651000","General East Asian Languages, Literatures, & Linguistics","160300","Research Doctorate","17",11
2013,"New York, NY","16000US3651000","General East Asian Languages, Literatures, & Linguistics","160300","Research Doctorate","17",11
2014,"New York, NY","16000US3651000","General East Asian Languages, Literatures, & Linguistics","160300","Research Doctorate","17",12
2015,"New York, NY","16000US3651000","General Slavic Languages, Literatures, & Linguistics","160400","Research Doctorate","17",1
2013,"New York, NY","16000US3651000","General Slavic Languages, Literatures, & Linguistics","160400","Research Doctorate","17",5
